Agent,Scores,Cost,Milis
AStarAgent,520,0,15954.298257827759
AStarAgent,526,0,5363.8269901275635
AStarAgent,527,0,6965.55757522583
AStarAgent,525,0,6190.573215484619
AStarAgent,536,0,808.1762790679932
AStarAgent,526,0,6083.735942840576
AStarAgent,529,0,3434.3156814575195
AStarAgent,530,0,3455.862522125244
AStarAgent,526,0,6827.292680740356
AStarAgent,526,0,9845.013618469238
AStarAgent,534,0,1018.033504486084
AStarAgent,527,0,8252.23994255066
AStarAgent,533,0,2749.011754989624
AStarAgent,527,0,6896.651268005371
AStarAgent,524,0,6685.139894485474
AStarAgent,534,0,1198.6033916473389
AStarAgent,529,0,3999.9406337738037
AStarAgent,531,0,2657.7818393707275
AStarAgent,534,0,1417.0186519622803
AStarAgent,527,0,3923.7451553344727
AStarAgent,528,0,8147.122621536255
AStarAgent,525,0,11724.887609481812
AStarAgent,525,0,13854.732275009155
AStarAgent,519,0,14744.248867034912
AStarAgent,530,0,6033.995866775513
AStarAgent,532,0,1879.8513412475586
AStarAgent,532,0,2082.139015197754
AStarAgent,527,0,7041.438102722168
AStarAgent,527,0,5483.067035675049
AStarAgent,529,0,4546.513319015503
AStarAgent,526,0,7470.877408981323
AStarAgent,527,0,5356.530666351318
AStarAgent,530,0,5444.089889526367
AStarAgent,531,0,4848.144054412842
AStarAgent,532,0,2799.3087768554688
AStarAgent,532,0,3490.572214126587
AStarAgent,531,0,1735.9554767608643
AStarAgent,531,0,3389.12296295166
AStarAgent,529,0,3789.6969318389893
AStarAgent,527,0,5211.434602737427
AStarAgent,529,0,2229.4585704803467
AStarAgent,533,0,3280.128240585327
AStarAgent,532,0,2540.1570796966553
AStarAgent,528,0,3822.5696086883545
AStarAgent,534,0,636.4021301269531
AStarAgent,526,0,5204.476833343506
AStarAgent,526,0,4129.481315612793
AStarAgent,523,0,9544.212341308594
AStarAgent,529,0,3061.0880851745605
AStarAgent,529,0,2753.699779510498
AStarAgent,531,0,2963.0846977233887
AStarAgent,525,0,6742.4352169036865
AStarAgent,524,0,9113.854885101318
AStarAgent,530,0,3629.772901535034
AStarAgent,530,0,3400.5866050720215
AStarAgent,533,0,1205.7278156280518
AStarAgent,526,0,4817.21305847168
AStarAgent,529,0,3727.66375541687
AStarAgent,531,0,2850.5754470825195
AStarAgent,535,0,849.2088317871094
AStarAgent,530,0,6359.405040740967
AStarAgent,529,0,4084.4948291778564
AStarAgent,529,0,5636.038541793823
AStarAgent,530,0,3607.7823638916016
AStarAgent,526,0,5380.840301513672
AStarAgent,527,0,4589.408397674561
AStarAgent,528,0,4426.503658294678
AStarAgent,535,0,1885.207176208496
AStarAgent,530,0,3816.20454788208
AStarAgent,530,0,2601.33957862854
AStarAgent,526,0,3660.9907150268555
AStarAgent,524,0,14604.788064956665
AStarAgent,533,0,1783.7393283843994
AStarAgent,533,0,2828.0858993530273
AStarAgent,524,0,9462.32533454895
AStarAgent,526,0,5620.119333267212
AStarAgent,533,0,2104.0823459625244
AStarAgent,531,0,2880.3701400756836
AStarAgent,525,0,7445.70517539978
AStarAgent,528,0,2932.8665733337402
AStarAgent,523,0,12133.511066436768
AStarAgent,524,0,8222.004890441895
AStarAgent,527,0,9853.724479675293
AStarAgent,527,0,6692.60048866272
AStarAgent,527,0,5762.0556354522705
AStarAgent,530,0,4070.4474449157715
AStarAgent,515,0,24086.352586746216
AStarAgent,524,0,8080.739498138428
AStarAgent,527,0,5179.952383041382
AStarAgent,536,0,2122.23482131958
AStarAgent,528,0,3402.090311050415
AStarAgent,526,0,4239.67432975769
AStarAgent,529,0,5593.030214309692
AStarAgent,529,0,6723.30379486084
AStarAgent,531,0,2646.1973190307617
AStarAgent,531,0,2301.051616668701
AStarAgent,534,0,1047.8792190551758
AStarAgent,528,0,4269.617080688477
AStarAgent,529,0,3888.6687755584717
AStarAgent,531,0,2742.9699897766113
